t_beat,rr_ms,abs_drr,z_rr,z_abs_drr
70731,1040.0,56.0,-0.3606903736004147,0.0023831050868195
70732,1080.0,40.0,-0.0982387598970221,-0.2181843088335302
70733,1024.0,56.0,-0.4656710190817718,0.0023831050868195
70734,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
70735,968.0,56.0,-0.8331032782665214,0.0023831050868195
70736,1088.0,120.0,-0.0457484371563436,0.8846527607682184
70737,1048.0,40.0,-0.3082000508597362,-0.2181843088335302
70738,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
70739,976.0,72.0,-0.7806129555258429,0.2229505190071692
70740,968.0,8.0,-0.8331032782665214,-0.6593191366742297
70741,992.0,24.0,-0.6756323100444859,-0.4387517227538799
70742,992.0,0.0,-0.6756323100444859,-0.7696028436344046
70743,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
70744,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
70745,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70746,880.0,128.0,-1.4104968284139852,0.9949364677283932
70747,1120.0,240.0,0.1642128538063704,2.5389083651708413
70748,1024.0,96.0,-0.4656710190817718,0.5538016398876938
70749,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70750,1008.0,0.0,-0.5706516645631288,-0.7696028436344046
70751,1000.0,8.0,-0.6231419873038073,-0.6593191366742297
70752,952.0,48.0,-0.9380839237478784,-0.1079006018733553
70753,952.0,0.0,-0.9380839237478784,-0.7696028436344046
70754,992.0,40.0,-0.6756323100444859,-0.2181843088335302
70755,1032.0,40.0,-0.4131806963410933,-0.2181843088335302
70756,992.0,40.0,-0.6756323100444859,-0.2181843088335302
70757,992.0,0.0,-0.6756323100444859,-0.7696028436344046
70758,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
70759,680.0,336.0,-2.7227548969309483,3.86231284869294
70760,848.0,168.0,-1.6204581193766991,1.5463550025292676
70761,672.0,176.0,-2.775245219671626,1.6566387094894424
70762,840.0,168.0,-1.6729484421173777,1.5463550025292676
70763,1032.0,192.0,-0.4131806963410933,1.877206123409792
70764,888.0,144.0,-1.3580065056733066,1.215503881648743
70765,832.0,56.0,-1.7254387648580565,0.0023831050868195
70766,1272.0,440.0,1.1615289858792623,5.296001039175213
70767,672.0,600.0,-2.775245219671626,7.501675178378712
70768,1328.0,656.0,1.528961245064012,8.273661127099935
70769,880.0,448.0,-1.4104968284139852,5.406284746135388
70770,848.0,32.0,-1.6204581193766991,-0.328468015793705
70771,1344.0,496.0,1.633941890545369,6.067986987896437
70772,992.0,352.0,-0.6756323100444859,4.08288026261329
70773,984.0,8.0,-0.7281226327851644,-0.6593191366742297
70774,968.0,16.0,-0.8331032782665214,-0.5490354297140548
70775,944.0,24.0,-0.990574246488557,-0.4387517227538799
70776,936.0,8.0,-1.0430645692292355,-0.6593191366742297
70777,936.0,0.0,-1.0430645692292355,-0.7696028436344046
70778,960.0,24.0,-0.8855936010072,-0.4387517227538799
70779,1008.0,48.0,-0.5706516645631288,-0.1079006018733553
70780,1032.0,24.0,-0.4131806963410933,-0.4387517227538799
70781,992.0,40.0,-0.6756323100444859,-0.2181843088335302
70782,1000.0,8.0,-0.6231419873038073,-0.6593191366742297
70783,1048.0,48.0,-0.3082000508597362,-0.1079006018733553
70784,1000.0,48.0,-0.6231419873038073,-0.1079006018733553
70785,1000.0,0.0,-0.6231419873038073,-0.7696028436344046
70786,960.0,40.0,-0.8855936010072,-0.2181843088335302
70787,960.0,0.0,-0.8855936010072,-0.7696028436344046
70788,960.0,0.0,-0.8855936010072,-0.7696028436344046
70789,992.0,32.0,-0.6756323100444859,-0.328468015793705
70790,992.0,0.0,-0.6756323100444859,-0.7696028436344046
70791,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70792,1040.0,32.0,-0.3606903736004147,-0.328468015793705
70793,1040.0,0.0,-0.3606903736004147,-0.7696028436344046
70794,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70795,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
70796,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
70797,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70798,984.0,24.0,-0.7281226327851644,-0.4387517227538799
70799,968.0,16.0,-0.8331032782665214,-0.5490354297140548
70800,944.0,24.0,-0.990574246488557,-0.4387517227538799
70801,960.0,16.0,-0.8855936010072,-0.5490354297140548
70802,992.0,32.0,-0.6756323100444859,-0.328468015793705
70803,944.0,48.0,-0.990574246488557,-0.1079006018733553
70804,976.0,32.0,-0.7806129555258429,-0.328468015793705
70805,1032.0,56.0,-0.4131806963410933,0.0023831050868195
70806,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70807,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70808,984.0,32.0,-0.7281226327851644,-0.328468015793705
70809,1032.0,48.0,-0.4131806963410933,-0.1079006018733553
70810,992.0,40.0,-0.6756323100444859,-0.2181843088335302
70811,992.0,0.0,-0.6756323100444859,-0.7696028436344046
70812,600.0,392.0,-3.247658124337734,4.634298797414164
70813,1336.0,736.0,1.5814515678046903,9.376498196701684
70814,968.0,368.0,-0.8331032782665214,4.303447676533639
70815,992.0,24.0,-0.6756323100444859,-0.4387517227538799
70816,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70817,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70818,1000.0,24.0,-0.6231419873038073,-0.4387517227538799
70819,960.0,40.0,-0.8855936010072,-0.2181843088335302
70820,1000.0,40.0,-0.6231419873038073,-0.2181843088335302
70821,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70822,1008.0,0.0,-0.5706516645631288,-0.7696028436344046
70823,992.0,16.0,-0.6756323100444859,-0.5490354297140548
70824,968.0,24.0,-0.8331032782665214,-0.4387517227538799
70825,952.0,16.0,-0.9380839237478784,-0.5490354297140548
70826,984.0,32.0,-0.7281226327851644,-0.328468015793705
70827,976.0,8.0,-0.7806129555258429,-0.6593191366742297
70828,992.0,16.0,-0.6756323100444859,-0.5490354297140548
70829,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
70830,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70831,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70832,968.0,56.0,-0.8331032782665214,0.0023831050868195
70833,1032.0,64.0,-0.4131806963410933,0.1126668120469944
70834,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70835,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70836,1000.0,8.0,-0.6231419873038073,-0.6593191366742297
70837,952.0,48.0,-0.9380839237478784,-0.1079006018733553
70838,944.0,8.0,-0.990574246488557,-0.6593191366742297
70839,960.0,16.0,-0.8855936010072,-0.5490354297140548
70840,1000.0,40.0,-0.6231419873038073,-0.2181843088335302
70841,1032.0,32.0,-0.4131806963410933,-0.328468015793705
70842,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70843,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70844,328.0,688.0,-5.032329097520803,8.714795954940636
70845,712.0,384.0,-2.512793605968234,4.524015090453989
70846,1016.0,304.0,-0.5181613418224503,3.42117802085224
70847,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
70848,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70849,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70850,984.0,24.0,-0.7281226327851644,-0.4387517227538799
70851,976.0,8.0,-0.7806129555258429,-0.6593191366742297
70852,976.0,0.0,-0.7806129555258429,-0.7696028436344046
70853,1024.0,48.0,-0.4656710190817718,-0.1079006018733553
70854,1040.0,16.0,-0.3606903736004147,-0.5490354297140548
70855,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
70856,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70857,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70858,992.0,24.0,-0.6756323100444859,-0.4387517227538799
70859,1024.0,32.0,-0.4656710190817718,-0.328468015793705
70860,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70861,968.0,48.0,-0.8331032782665214,-0.1079006018733553
70862,952.0,16.0,-0.9380839237478784,-0.5490354297140548
70863,952.0,0.0,-0.9380839237478784,-0.7696028436344046
70864,960.0,8.0,-0.8855936010072,-0.6593191366742297
70865,960.0,0.0,-0.8855936010072,-0.7696028436344046
70866,984.0,24.0,-0.7281226327851644,-0.4387517227538799
70867,992.0,8.0,-0.6756323100444859,-0.6593191366742297
70868,1032.0,40.0,-0.4131806963410933,-0.2181843088335302
70869,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70870,976.0,40.0,-0.7806129555258429,-0.2181843088335302
70871,1016.0,40.0,-0.5181613418224503,-0.2181843088335302
70872,1000.0,16.0,-0.6231419873038073,-0.5490354297140548
70873,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70874,976.0,32.0,-0.7806129555258429,-0.328468015793705
70875,944.0,32.0,-0.990574246488557,-0.328468015793705
70876,952.0,8.0,-0.9380839237478784,-0.6593191366742297
70877,960.0,8.0,-0.8855936010072,-0.6593191366742297
70878,1016.0,56.0,-0.5181613418224503,0.0023831050868195
70879,1048.0,32.0,-0.3082000508597362,-0.328468015793705
70880,1000.0,48.0,-0.6231419873038073,-0.1079006018733553
70881,976.0,24.0,-0.7806129555258429,-0.4387517227538799
70882,1040.0,64.0,-0.3606903736004147,0.1126668120469944
70883,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70884,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70885,984.0,32.0,-0.7281226327851644,-0.328468015793705
70886,960.0,24.0,-0.8855936010072,-0.4387517227538799
70887,960.0,0.0,-0.8855936010072,-0.7696028436344046
70888,984.0,24.0,-0.7281226327851644,-0.4387517227538799
70889,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
70890,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
70891,1024.0,24.0,-0.4656710190817718,-0.4387517227538799
70892,1056.0,32.0,-0.2557097281190577,-0.328468015793705
70893,1040.0,16.0,-0.3606903736004147,-0.5490354297140548
70894,1032.0,8.0,-0.4131806963410933,-0.6593191366742297
70895,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
70896,1000.0,40.0,-0.6231419873038073,-0.2181843088335302
70897,984.0,16.0,-0.7281226327851644,-0.5490354297140548
70898,968.0,16.0,-0.8331032782665214,-0.5490354297140548
70899,984.0,16.0,-0.7281226327851644,-0.5490354297140548
70900,992.0,8.0,-0.6756323100444859,-0.6593191366742297
70901,1096.0,104.0,0.0067418855843349,0.6640853468478688
70902,1032.0,64.0,-0.4131806963410933,0.1126668120469944
70903,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
70904,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70905,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70906,1048.0,40.0,-0.3082000508597362,-0.2181843088335302
70907,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
70908,968.0,72.0,-0.8331032782665214,0.2229505190071692
70909,952.0,16.0,-0.9380839237478784,-0.5490354297140548
70910,976.0,24.0,-0.7806129555258429,-0.4387517227538799
70911,984.0,8.0,-0.7281226327851644,-0.6593191366742297
70912,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
70913,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
70914,1024.0,24.0,-0.4656710190817718,-0.4387517227538799
70915,1032.0,8.0,-0.4131806963410933,-0.6593191366742297
70916,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
70917,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
70918,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70919,832.0,192.0,-1.7254387648580565,1.877206123409792
70920,912.0,80.0,-1.200535537451271,0.3332342259673441
70921,992.0,80.0,-0.6756323100444859,0.3332342259673441
70922,952.0,40.0,-0.9380839237478784,-0.2181843088335302
70923,440.0,512.0,-4.2974645791513035,6.2885544018167865
70924,520.0,80.0,-3.7725613517445185,0.3332342259673441
70925,984.0,464.0,-0.7281226327851644,5.626852160055738
70926,1032.0,48.0,-0.4131806963410933,-0.1079006018733553
70927,1072.0,40.0,-0.1507290826377006,-0.2181843088335302
70928,1024.0,48.0,-0.4656710190817718,-0.1079006018733553
70929,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70930,992.0,24.0,-0.6756323100444859,-0.4387517227538799
70931,1024.0,32.0,-0.4656710190817718,-0.328468015793705
70932,1072.0,48.0,-0.1507290826377006,-0.1079006018733553
70933,1016.0,56.0,-0.5181613418224503,0.0023831050868195
70934,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70935,984.0,32.0,-0.7281226327851644,-0.328468015793705
70936,984.0,0.0,-0.7281226327851644,-0.7696028436344046
70937,992.0,8.0,-0.6756323100444859,-0.6593191366742297
70938,1048.0,56.0,-0.3082000508597362,0.0023831050868195
70939,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
70940,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
70941,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70942,1000.0,24.0,-0.6231419873038073,-0.4387517227538799
70943,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70944,1040.0,32.0,-0.3606903736004147,-0.328468015793705
70945,1040.0,0.0,-0.3606903736004147,-0.7696028436344046
70946,1008.0,32.0,-0.5706516645631288,-0.328468015793705
70947,952.0,56.0,-0.9380839237478784,0.0023831050868195
70948,960.0,8.0,-0.8855936010072,-0.6593191366742297
70949,984.0,24.0,-0.7281226327851644,-0.4387517227538799
70950,1040.0,56.0,-0.3606903736004147,0.0023831050868195
70951,1000.0,40.0,-0.6231419873038073,-0.2181843088335302
70952,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70953,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
70954,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70955,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70956,1000.0,16.0,-0.6231419873038073,-0.5490354297140548
70957,1000.0,0.0,-0.6231419873038073,-0.7696028436344046
70958,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70959,992.0,24.0,-0.6756323100444859,-0.4387517227538799
70960,944.0,48.0,-0.990574246488557,-0.1079006018733553
70961,952.0,8.0,-0.9380839237478784,-0.6593191366742297
70962,984.0,32.0,-0.7281226327851644,-0.328468015793705
70963,1056.0,72.0,-0.2557097281190577,0.2229505190071692
70964,1000.0,56.0,-0.6231419873038073,0.0023831050868195
70965,1032.0,32.0,-0.4131806963410933,-0.328468015793705
70966,1000.0,32.0,-0.6231419873038073,-0.328468015793705
70967,1024.0,24.0,-0.4656710190817718,-0.4387517227538799
70968,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70969,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
70970,1000.0,32.0,-0.6231419873038073,-0.328468015793705
70971,960.0,40.0,-0.8855936010072,-0.2181843088335302
70972,968.0,8.0,-0.8331032782665214,-0.6593191366742297
70973,960.0,8.0,-0.8855936010072,-0.6593191366742297
70974,992.0,32.0,-0.6756323100444859,-0.328468015793705
70975,1056.0,64.0,-0.2557097281190577,0.1126668120469944
70976,1016.0,40.0,-0.5181613418224503,-0.2181843088335302
70977,1048.0,32.0,-0.3082000508597362,-0.328468015793705
70978,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
70979,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
70980,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70981,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
70982,968.0,48.0,-0.8331032782665214,-0.1079006018733553
70983,952.0,16.0,-0.9380839237478784,-0.5490354297140548
70984,944.0,8.0,-0.990574246488557,-0.6593191366742297
70985,960.0,16.0,-0.8855936010072,-0.5490354297140548
70986,1000.0,40.0,-0.6231419873038073,-0.2181843088335302
70987,1032.0,32.0,-0.4131806963410933,-0.328468015793705
70988,1000.0,32.0,-0.6231419873038073,-0.328468015793705
70989,984.0,16.0,-0.7281226327851644,-0.5490354297140548
70990,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
70991,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
70992,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
70993,1008.0,0.0,-0.5706516645631288,-0.7696028436344046
70994,1000.0,8.0,-0.6231419873038073,-0.6593191366742297
70995,984.0,16.0,-0.7281226327851644,-0.5490354297140548
70996,984.0,0.0,-0.7281226327851644,-0.7696028436344046
70997,968.0,16.0,-0.8331032782665214,-0.5490354297140548
70998,1032.0,64.0,-0.4131806963410933,0.1126668120469944
70999,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
71000,1040.0,16.0,-0.3606903736004147,-0.5490354297140548
71001,1040.0,0.0,-0.3606903736004147,-0.7696028436344046
71002,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71003,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
71004,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71005,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
71006,560.0,480.0,-3.510109738041126,5.8474195739760875
71007,693.3333129882812,133.33331298828125,-2.635271159186278,1.0684586585692062
71008,826.6666870117188,133.3333740234375,-1.760432179862048,1.068459499967117
71009,960.0,133.33331298828125,-0.8855936010072,1.0684586585692062
71010,304.0,656.0,-5.189800065742839,8.273661127099935
71011,664.0,360.0,-2.827735542412305,4.193163969573464
71012,984.0,320.0,-0.7281226327851644,3.64174543477259
71013,1048.0,64.0,-0.3082000508597362,0.1126668120469944
71014,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71015,1024.0,24.0,-0.4656710190817718,-0.4387517227538799
71016,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
71017,1040.0,16.0,-0.3606903736004147,-0.5490354297140548
71018,1032.0,8.0,-0.4131806963410933,-0.6593191366742297
71019,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
71020,992.0,32.0,-0.6756323100444859,-0.328468015793705
71021,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71022,984.0,0.0,-0.7281226327851644,-0.7696028436344046
71023,976.0,8.0,-0.7806129555258429,-0.6593191366742297
71024,1080.0,104.0,-0.0982387598970221,0.6640853468478688
71025,1008.0,72.0,-0.5706516645631288,0.2229505190071692
71026,1032.0,24.0,-0.4131806963410933,-0.4387517227538799
71027,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
71028,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
71029,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
71030,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71031,992.0,32.0,-0.6756323100444859,-0.328468015793705
71032,952.0,40.0,-0.9380839237478784,-0.2181843088335302
71033,952.0,0.0,-0.9380839237478784,-0.7696028436344046
71034,992.0,40.0,-0.6756323100444859,-0.2181843088335302
71035,1088.0,96.0,-0.0457484371563436,0.5538016398876938
71036,1024.0,64.0,-0.4656710190817718,0.1126668120469944
71037,1016.0,8.0,-0.5181613418224503,-0.6593191366742297
71038,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
71039,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71040,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
71041,1008.0,40.0,-0.5706516645631288,-0.2181843088335302
71042,992.0,16.0,-0.6756323100444859,-0.5490354297140548
71043,960.0,32.0,-0.8855936010072,-0.328468015793705
71044,976.0,16.0,-0.7806129555258429,-0.5490354297140548
71045,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71046,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
71047,1064.0,40.0,-0.2032194053783791,-0.2181843088335302
71048,1040.0,24.0,-0.3606903736004147,-0.4387517227538799
71049,1056.0,16.0,-0.2557097281190577,-0.5490354297140548
71050,992.0,64.0,-0.6756323100444859,0.1126668120469944
71051,1040.0,48.0,-0.3606903736004147,-0.1079006018733553
71052,1088.0,48.0,-0.0457484371563436,-0.1079006018733553
71053,1024.0,64.0,-0.4656710190817718,0.1126668120469944
71054,992.0,32.0,-0.6756323100444859,-0.328468015793705
71055,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71056,968.0,16.0,-0.8331032782665214,-0.5490354297140548
71057,1024.0,56.0,-0.4656710190817718,0.0023831050868195
71058,1080.0,56.0,-0.0982387598970221,0.0023831050868195
71059,1032.0,48.0,-0.4131806963410933,-0.1079006018733553
71060,992.0,40.0,-0.6756323100444859,-0.2181843088335302
71061,976.0,16.0,-0.7806129555258429,-0.5490354297140548
71062,1088.0,112.0,-0.0457484371563436,0.7743690538080437
71063,1032.0,56.0,-0.4131806963410933,0.0023831050868195
71064,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
71065,984.0,40.0,-0.7281226327851644,-0.2181843088335302
71066,968.0,16.0,-0.8331032782665214,-0.5490354297140548
71067,984.0,16.0,-0.7281226327851644,-0.5490354297140548
71068,1016.0,32.0,-0.5181613418224503,-0.328468015793705
71069,1040.0,24.0,-0.3606903736004147,-0.4387517227538799
71070,1032.0,8.0,-0.4131806963410933,-0.6593191366742297
71071,1032.0,0.0,-0.4131806963410933,-0.7696028436344046
71072,1024.0,8.0,-0.4656710190817718,-0.6593191366742297
71073,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
71074,1032.0,8.0,-0.4131806963410933,-0.6593191366742297
71075,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
71076,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
71077,976.0,32.0,-0.7806129555258429,-0.328468015793705
71078,968.0,8.0,-0.8331032782665214,-0.6593191366742297
71079,944.0,24.0,-0.990574246488557,-0.4387517227538799
71080,1016.0,72.0,-0.5181613418224503,0.2229505190071692
71081,1080.0,64.0,-0.0982387598970221,0.1126668120469944
71082,1016.0,64.0,-0.5181613418224503,0.1126668120469944
71083,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
71084,1032.0,0.0,-0.4131806963410933,-0.7696028436344046
71085,1048.0,16.0,-0.3082000508597362,-0.5490354297140548
71086,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71087,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
71088,976.0,64.0,-0.7806129555258429,0.1126668120469944
71089,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71090,1000.0,16.0,-0.6231419873038073,-0.5490354297140548
71091,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
71092,1072.0,64.0,-0.1507290826377006,0.1126668120469944
71093,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
71094,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71095,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71096,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
71097,1008.0,32.0,-0.5706516645631288,-0.328468015793705
71098,1032.0,24.0,-0.4131806963410933,-0.4387517227538799
71099,1032.0,0.0,-0.4131806963410933,-0.7696028436344046
71100,976.0,56.0,-0.7806129555258429,0.0023831050868195
71101,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71102,992.0,8.0,-0.6756323100444859,-0.6593191366742297
71103,1080.0,88.0,-0.0982387598970221,0.443517932927519
71104,1024.0,56.0,-0.4656710190817718,0.0023831050868195
71105,1040.0,16.0,-0.3606903736004147,-0.5490354297140548
71106,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71107,1024.0,0.0,-0.4656710190817718,-0.7696028436344046
71108,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
71109,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
71110,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
71111,1016.0,0.0,-0.5181613418224503,-0.7696028436344046
71112,1000.0,16.0,-0.6231419873038073,-0.5490354297140548
71113,968.0,32.0,-0.8331032782665214,-0.328468015793705
71114,992.0,24.0,-0.6756323100444859,-0.4387517227538799
71115,984.0,8.0,-0.7281226327851644,-0.6593191366742297
71116,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
71117,1096.0,72.0,0.0067418855843349,0.2229505190071692
71118,1080.0,16.0,-0.0982387598970221,-0.5490354297140548
71119,1064.0,16.0,-0.2032194053783791,-0.5490354297140548
71120,1056.0,8.0,-0.2557097281190577,-0.6593191366742297
71121,1072.0,16.0,-0.1507290826377006,-0.5490354297140548
71122,1072.0,0.0,-0.1507290826377006,-0.7696028436344046
71123,1040.0,32.0,-0.3606903736004147,-0.328468015793705
71124,1040.0,0.0,-0.3606903736004147,-0.7696028436344046
71125,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
71126,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
71127,976.0,32.0,-0.7806129555258429,-0.328468015793705
71128,968.0,8.0,-0.8331032782665214,-0.6593191366742297
71129,968.0,0.0,-0.8331032782665214,-0.7696028436344046
71130,1016.0,48.0,-0.5181613418224503,-0.1079006018733553
71131,1040.0,24.0,-0.3606903736004147,-0.4387517227538799
71132,1112.0,72.0,0.1117225310656919,0.2229505190071692
71133,1032.0,80.0,-0.4131806963410933,0.3332342259673441
71134,1048.0,16.0,-0.3082000508597362,-0.5490354297140548
71135,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71136,1048.0,0.0,-0.3082000508597362,-0.7696028436344046
71137,1040.0,8.0,-0.3606903736004147,-0.6593191366742297
71138,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71139,992.0,32.0,-0.6756323100444859,-0.328468015793705
71140,976.0,16.0,-0.7806129555258429,-0.5490354297140548
71141,968.0,8.0,-0.8331032782665214,-0.6593191366742297
71142,960.0,8.0,-0.8855936010072,-0.6593191366742297
71143,1008.0,48.0,-0.5706516645631288,-0.1079006018733553
71144,1064.0,56.0,-0.2032194053783791,0.0023831050868195
71145,1064.0,0.0,-0.2032194053783791,-0.7696028436344046
71146,1024.0,40.0,-0.4656710190817718,-0.2181843088335302
71147,992.0,32.0,-0.6756323100444859,-0.328468015793705
71148,1056.0,64.0,-0.2557097281190577,0.1126668120469944
71149,1032.0,24.0,-0.4131806963410933,-0.4387517227538799
71150,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
71151,1008.0,8.0,-0.5706516645631288,-0.6593191366742297
71152,984.0,24.0,-0.7281226327851644,-0.4387517227538799
71153,960.0,24.0,-0.8855936010072,-0.4387517227538799
71154,984.0,24.0,-0.7281226327851644,-0.4387517227538799
71155,960.0,24.0,-0.8855936010072,-0.4387517227538799
71156,984.0,24.0,-0.7281226327851644,-0.4387517227538799
71157,1040.0,56.0,-0.3606903736004147,0.0023831050868195
71158,1024.0,16.0,-0.4656710190817718,-0.5490354297140548
71159,1008.0,16.0,-0.5706516645631288,-0.5490354297140548
71160,992.0,16.0,-0.6756323100444859,-0.5490354297140548
71161,1040.0,48.0,-0.3606903736004147,-0.1079006018733553
71162,1016.0,24.0,-0.5181613418224503,-0.4387517227538799
71163,1032.0,16.0,-0.4131806963410933,-0.5490354297140548
71164,1016.0,16.0,-0.5181613418224503,-0.5490354297140548
71165,968.0,48.0,-0.8331032782665214,-0.1079006018733553
71166,952.0,16.0,-0.9380839237478784,-0.5490354297140548
71167,976.0,24.0,-0.7806129555258429,-0.4387517227538799
71168,976.0,0.0,-0.7806129555258429,-0.7696028436344046
71169,1000.0,24.0,-0.6231419873038073,-0.4387517227538799
71170,1056.0,56.0,-0.2557097281190577,0.0023831050868195
71171,1056.0,0.0,-0.2557097281190577,-0.7696028436344046
71172,1056.0,0.0,-0.2557097281190577,-0.7696028436344046
71173,1024.0,32.0,-0.4656710190817718,-0.328468015793705
71174,1072.0,48.0,-0.1507290826377006,-0.1079006018733553
71175,1048.0,24.0,-0.3082000508597362,-0.4387517227538799
71176,1024.0,24.0,-0.4656710190817718,-0.4387517227538799
71177,976.0,48.0,-0.7806129555258429,-0.1079006018733553
